,NO.,성우,연령,성별,상황키워드,감정_대분류,감정_소분류,사람문장1
364,M_000365,JYC,노년,남성,"건강, 죽음",상처,고립된,당뇨 진단을 받은 것도 서러운데 병 이야기를 하니까 자식들이 나를 멀리해서 외로워.
365,M_000366,JYC,노년,남성,"건강, 죽음",상처,고립된,새로 가입한 배드민턴 동호회 사람들이 나랑 치기 싫어하는 거 같아. 너무 상처받았어.
366,M_000367,JYC,노년,남성,"건강, 죽음",상처,고립된,건강검진을 받고 싶은데 다리가 불편한 나를 데리고 가줄 사람이 없어. 곤란하네.
367,M_000368,JYC,노년,남성,"건강, 죽음",상처,고립된,내가 독감에 걸렸는데 아내는 놀러 나가 버렸어. 당장 몸 움직이는 것도 너무 힘들어.
368,M_000369,JYC,노년,남성,"건강, 죽음",상처,고립된,등산 갔다가 길을 잃어서 구조대가 올 때까지 혼자 버텼어. 연락할 사람도 없이 외로웠어.
369,M_000370,JYC,노년,남성,"건강, 죽음",상처,고립된,나이 드니까 어떻게 노년을 보내야 할지 생각이 많아져.
370,M_000371,JYC,노년,남성,"건강, 죽음",상처,고립된,내 친한 친구가 저번 주에 죽었어.
371,M_000372,JYC,노년,남성,"건강, 죽음",상처,고립된,이번에 대장 내시경 검사했는데 혹이 발견돼서 조직 검사 결과에 악성종양으로 판명이 돼서 걱정이 많이 되네.
372,M_000373,JYC,노년,남성,"건강, 죽음",상처,고립된,퇴직하고 이제야 원 없이 내 인생 살아야지 했는데 폐암이래 너무 슬퍼.
373,M_000374,JYC,노년,남성,"건강, 죽음",상처,고립된,내가 독거노인이 될 줄이야. 너무 외롭고 혼자라는 느낌이야.
374,M_000375,JYC,노년,남성,"건강, 죽음",상처,고립된,나이가 들면 들수록 건강이 제일 중요한 것 같애.
375,M_000376,JYC,노년,남성,"건강, 죽음",상처,고립된,외로워.
376,M_000377,JYC,노년,남성,대인관계,상처,고립된,요즘 코로나 바이러스로 집에만 있었더니 너무 적적하고 그러네.
377,M_000378,JYC,노년,남성,대인관계,상처,고립된,큰일이네.
378,M_000379,JYC,중년,남성,"대인관계(부부, 자녀)",당황,고립된(당황한),중년이 되니 집에 들어가면 고립된 기분이야.
379,M_000380,JYC,중년,남성,"대인관계(부부, 자녀)",당황,고립된(당황한),갑자기 아내가 사라져서 당황스럽네.
380,M_000381,JYC,중년,남성,"대인관계(부부, 자녀)",당황,고립된(당황한),아들이 화분 깨뜨려서 치우는데 정작 아들이 없어져서 어이가 없네.
381,M_000382,JYC,중년,남성,"대인관계(부부, 자녀)",당황,고립된(당황한),아내가 선물 사왔는데 내 것은 하나도 없었어. 왜 이런 걸까.
382,M_000383,JYC,중년,남성,"대인관계(부부, 자녀)",당황,고립된(당황한),아내가 차 사고가 났다고 해서 가봤더니 없어.
383,M_000384,JYC,중년,남성,"대인관계(부부, 자녀)",당황,고립된(당황한),아들이랑 딸이 차려준 밥이 맛없다고 먹다가 방에 들어갔어.
384,M_000385,JYC,중년,남성,"대인관계(부부, 자녀)",당황,고립된(당황한),아들이 졸업식 날 아빠만 오지 말라고 하더라고.
385,M_000386,JYC,중년,남성,"대인관계(부부, 자녀)",당황,고립된(당황한),오늘 딸 생일인데 사장님이 나 보고 오늘 야근하래.
386,M_000387,JYC,중년,남성,"대인관계(부부, 자녀)",당황,고립된(당황한),가족끼리 나만 모르게 모아둔 돈이 있었어.
387,M_000388,JYC,중년,남성,"대인관계(부부, 자녀)",당황,고립된(당황한),가족끼리 올해 여름휴가 여행가기로 했는데 나만 못 가서 속상하네.
388,M_000389,JYC,중년,남성,"대인관계(부부, 자녀)",당황,고립된(당황한),가족 다 같이 비를 맞았는데 나만 감기 걸렸어.
389,M_000390,JYC,중년,남성,"대인관계(부부, 자녀)",당황,고립된(당황한),아내가 우산 가지고 온다 해놓고 당황스럽게 연락이 없네.
390,M_000391,JYC,중년,남성,"대인관계(부부, 자녀)",당황,고립된(당황한),아들이 화분 깨뜨려서 아내가 조각 깨진 거 치우는데 정작 아들이 없어져서 어이가 없네.
391,M_000392,JYC,중년,남성,"대인관계(부부, 자녀)",당황,고립된(당황한),우리 애랑 얘기해 본 적이 언제인지 기억도 안 나.
392,M_000393,JYC,중년,남성,"대인관계(부부, 자녀)",당황,고립된(당황한),가족과 대화를 안 한 지 벌써 일 년이 넘었어.
393,M_000394,JYC,중년,남성,"대인관계(부부, 자녀)",당황,고립된(당황한),우리 아들 성적표가 나왔는데 참 어이가 없네.
394,M_000395,JYC,중년,남성,"대인관계(부부, 자녀)",당황,고립된(당황한),아들이 어디를 가는지 모르겠어.
395,M_000396,JYC,중년,남성,"대인관계(부부, 자녀)",당황,고립된(당황한),어제 간만에 일찍 퇴근했는데 아내와 아이들이 함께 즐겁게 얘기하는데 조금은 당황했어!
396,M_000397,JYC,중년,남성,"대인관계(부부, 자녀)",당황,고립된(당황한),아이들과 저녁을 먹으면서 친구관계에 대해서 대화를 했는데 대인관계의 관념에 차이에 당황했어.
397,M_000398,JYC,중년,남성,"대인관계(부부, 자녀)",당황,고립된(당황한),난 집에서 어떤 존재일까?
398,M_000399,JYC,중년,남성,"대인관계(부부, 자녀)",당황,고립된(당황한),집에서 나 혼자라는 생각이 자주 들어.
399,M_000400,JYC,노년,남성,"건강, 죽음",당황,고립된(당황한),건강검진을 받았는데 상태가 좋지 않아. 자식들이 요양원에 들어가라고 재촉해서 당황스러워.
400,M_000401,JYC,노년,남성,"건강, 죽음",당황,고립된(당황한),정년퇴직하고 만성질환으로 고생하고 있어.
401,M_000402,JYC,노년,남성,"건강, 죽음",당황,고립된(당황한),점점 이 세상에서 내가 고립되는거 같아.
402,M_000403,JYC,노년,남성,"건강, 죽음",당황,고립된(당황한),관절염이 심한 상태라 침대 밖을 벗어날 수 없어. 답답해.
403,M_000404,JYC,노년,남성,"건강, 죽음",당황,고립된(당황한),항임치료 받고나서 산골자기에 와서 요양중인데 도시가 그립다. 여기있으면 답답해.
404,M_000405,JYC,노년,남성,"건강, 죽음",당황,고립된(당황한),죽어서 영원히 무덤에 묻힌다면 얼마나 차갑고 외롭게 느껴질까. 생각만해도 답답하네.
405,M_000406,JYC,노년,남성,"건강, 죽음",당황,고립된(당황한),혼자있는 시간이 많으니 자꾸 죽음에 대해 생각하게 돼.
406,M_000407,JYC,노년,남성,"건강, 죽음",당황,고립된(당황한),환갑 넘어서 질환이 걸리니 먼가 고립된 기분이야.
407,M_000408,JYC,노년,남성,"건강, 죽음",당황,고립된(당황한),건강검진을 받았는데 상태가 좋지 않아. 자식들이 요양원에 들어가라고 재촉해서 당황스러워.
408,M_000409,JYC,노년,남성,"건강, 죽음",당황,고립된(당황한),우리 개가 죽어서 슬퍼.
409,M_000410,JYC,노년,남성,"건강, 죽음",당황,고립된(당황한),사회에서 은퇴하고 노년을 보내려니 삶이 고독하기만 하네.
410,M_000411,JYC,노년,남성,"건강, 죽음",당황,고립된(당황한),사람은 누구나 나이가 들면 건강을 잃게 되고 죽음에 이르게 되지 않겠어.
411,M_000412,JYC,노년,남성,대인관계,당황,고립된(당황한),가족 여행지가 마음에 안 들어서 불평을 조금 했는데 나만 빼고 가버려서 너무 당황스러워.
412,M_000413,JYC,노년,남성,대인관계,당황,고립된(당황한),와이프도 자식을 낳고 죽고 이번에 내 자식도 사고로 잃게 되어서 내 삶의 목적이 사라졌어.
413,M_000414,JYC,노년,남성,대인관계,당황,고립된(당황한),지난번부터 자녀들이 요양병원에 들어갈 생각은 없냐고 물어봐서 당황스러워
414,M_000415,JYC,노년,남성,대인관계,당황,고립된(당황한),아내에게 밖에서 기분 나빴던 이야기를 해도 듣는 둥 마는 둥 해서 되게 당황했어.
415,M_000416,JYC,노년,남성,대인관계,당황,고립된(당황한),가게에서 일하는 사람들과 회식을 할 때면 꼭 이차는 나만 빼고 자기들끼리 가.
416,M_000417,JYC,노년,남성,대인관계,당황,고립된(당황한),아내가 떠나간 후에 우울증이 왔는데 그 이후로 다른 사람들의 위로를 받아도 아무런 도움이 되지 않았어.
417,M_000418,JYC,노년,남성,대인관계,당황,고립된(당황한),오늘이 내 생일인데 자녀들은 바쁘다고 하고 주위에는 축하해줄 사람이 아무도 없네.
418,M_000419,JYC,노년,남성,대인관계,당황,고립된(당황한),내 주변 사람들은 모두 떠나고 대화를 나눌 상대가 없어 하루 동안 한마디도 하지 못했어.
419,M_000420,JYC,노년,남성,대인관계,당황,고립된(당황한),만성 당뇨로 외출을 못해서 친구들을 만나지 못하고 있어.
420,M_000421,JYC,청소년,남성,학업 및 진로,상처,괴로워하는,공부가 너무 힘든데 이걸 몇 년 동안이나 해야 된다는 게 너무 싫어.
421,M_000422,JYC,청소년,남성,학업 및 진로,상처,괴로워하는,밖에 눈이 오나 비가 오나 매일 학교에 가야 된다는 건 너무 잔인한 것 같아.
422,M_000423,JYC,청소년,남성,학업 및 진로,상처,괴로워하는,벌써 몇 시간째 못 푼 수학 문제가 있어. 이거 때문에 머리가 너무 아파.
423,M_000424,JYC,청소년,남성,학업 및 진로,상처,괴로워하는,국어는 분명 우리나라 말인데 왜 이렇게 어려운 거지?
424,M_000425,JYC,청소년,남성,학업 및 진로,상처,괴로워하는,이렇게 어려운 영어는 대체 왜 배워야 하는 건지 모르겠어.
425,M_000426,JYC,청소년,남성,학업 및 진로,상처,괴로워하는,공부를 너무 많이 했더니 머리가 너무 아파.
426,M_000427,JYC,청소년,남성,학업 및 진로,상처,괴로워하는,아직 방학이 되려면 한참 멀었어. 너무 지친다.
427,M_000428,JYC,청소년,남성,학업 및 진로,상처,괴로워하는,대체 언제쯤 공부를 안 할 수 있는 순간이 오는 걸까?
428,M_000429,JYC,청소년,남성,학업 및 진로,상처,괴로워하는,아무래도 이번 시험 망한 것 같아. 너무 속상해.
429,M_000430,JYC,청소년,남성,학업 및 진로,상처,괴로워하는,지금 우리 부모님이 성적표를 보고 계셔. 부모님 얼굴 보기가 너무 괴로워.
430,M_000431,JYC,청소년,남성,학업 및 진로,상처,괴로워하는,요즘 친구들이랑 관계가 너무 복잡해서 어지러울 지경이야.
431,M_000432,JYC,청소년,남성,학업 및 진로,상처,괴로워하는,나한테 매일 등교하는 건 숨이 막히는 괴로움이야.
432,M_000433,JYC,청소년,남성,학교폭력/따돌림,상처,괴로워하는,친구들이 이유 없이 나를 따돌려서 너무 괴로워.
433,M_000434,JYC,청소년,남성,학교폭력/따돌림,상처,괴로워하는,매일 나를 괴롭히는 아이들 때문에 학교 가는 것이 너무 힘들어.
434,M_000435,JYC,청소년,남성,학교폭력/따돌림,상처,괴로워하는,내 친구도 내 말을 믿어주지 않는 이 상황을 어떻게 이겨내야 할지 모르겠어.
435,M_000436,JYC,청소년,남성,학교폭력/따돌림,상처,괴로워하는,지금 내가 겪고 있는 폭력에 대해 아무도 관심을 가져주지 않는 게 너무 슬퍼.
436,M_000437,JYC,청소년,남성,학교폭력/따돌림,상처,괴로워하는,내가 왕따라는 사실을 우리 부모님께서 아시게 된다면 마음이 찢어지게 아플 거 같아.
437,M_000438,JYC,청소년,남성,학교폭력/따돌림,상처,괴로워하는,어제 같은 반 친구한테 맞았는데 선생님께서 그 사실을 아시면서 아무 말이 없어 슬퍼.
438,M_000439,JYC,청소년,남성,학교폭력/따돌림,상처,괴로워하는,나를 이 폭행으로부터 지켜줄 누구라도 나타나면 좋을 것 같아.
439,M_000440,JYC,청소년,남성,학교폭력/따돌림,상처,괴로워하는,애들한테 언제 어떻게 맞을지 모르는데 매일 학교 가는 것이 고통스러워.
440,M_000441,JYC,청소년,남성,학교폭력/따돌림,상처,괴로워하는,내가 가난하다는 이유로 나를 따돌리는 친구들이 미워.
441,M_000442,JYC,청년,남성,"진로,취업,직장",상처,괴로워하는,요즘 회사에서 자주 야근해서 하루하루가 고단해.
442,M_000443,JYC,청년,남성,"진로,취업,직장",상처,괴로워하는,회사에서 우리 팀이 최근에 실적이 부족해서 상사에게 눈치가 보여.
443,M_000444,JYC,청년,남성,"진로,취업,직장",상처,괴로워하는,늘 부장님은 내가 할 수 없는 일을 지시해서 고민이야.
444,M_000445,JYC,청년,남성,"진로,취업,직장",상처,괴로워하는,회사에서 다른 사람들에 비해 일을 못해서 능률이 떨어져 눈치가 보여.
445,M_000446,JYC,청년,남성,"진로,취업,직장",상처,괴로워하는,주변 친구들은 다들 취직에 성공해서 일을 하는데 나는 백수라 자괴감이 들어.
446,M_000447,JYC,청년,남성,"진로,취업,직장",상처,괴로워하는,나는 프로젝트에서 일을 망쳐 팀에 도움이 안 되는 거 같아.
447,M_000448,JYC,청년,남성,"진로,취업,직장",상처,괴로워하는,내 멋대로 일을 진행해서 팀장님에게 엄청나게 꾸지람을 들었어.
448,M_000449,JYC,청년,남성,"진로,취업,직장",상처,괴로워하는,내가 실수 했더니 팀장님은 내게 신입 때로 돌아가 처음부터 다시 하라고 했어.
449,M_000450,JYC,청년,남성,"진로,취업,직장",상처,괴로워하는,평일 내내 힘든 몸을 이끌고 회사에 출근하는 것이 죽겠어.
450,M_000451,JYC,청년,남성,"진로,취업,직장",상처,괴로워하는,사법고시를 네 번이나 치렀는데 전부다 떨어졌어.
451,M_000452,JYC,청년,남성,"진로,취업,직장",상처,괴로워하는,나 때문에 이번 프로젝트를 망치게 되었어. 나는 사고뭉치야.
452,M_000453,JYC,청년,남성,"진로,취업,직장",상처,괴로워하는,나 혼자서는 이 일을 끝내기에는 능력 밖이야.
453,M_000454,JYC,청년,남성,대인관계,상처,괴로워하는,고민하다가 좋아하는 동성 친구에게 고백을 했는데 나를 경멸하듯 쳐다봤어. 너무 괴로워.
454,M_000455,JYC,청년,남성,대인관계,상처,괴로워하는,내 애인이 남자인 것을 알고 부모님이 울면서 반대를 하셨어. 너무 괴롭고 힘들어.
455,M_000456,JYC,청년,남성,대인관계,상처,괴로워하는,내가 남자를 좋아하는 동성애자란 것을 알면 모두가 나를 떠날 거야. 견딜 수 없이 괴로워.
456,M_000457,JYC,청년,남성,대인관계,상처,괴로워하는,성전환수술을 받고 싶은데 용기가 나지 않아. 이러지도 저러지도 못하는 내가 너무 싫고 괴로워.
457,M_000458,JYC,청년,남성,대인관계,상처,괴로워하는,내가 남자를 좋아하는 것 같다고 말했더니 다들 날 이상하게 보면서 병원에 가보라고 했어. 이런 상황이 너무 슬퍼.
